,categ_location,location
1595,American Locations,The Android's Dungeon & Baseball Card Shop
1596,American Locations,Animal Assistants
1597,American Locations,Animal Hospital
1598,American Locations,Animal Psychotherapy Center
1599,American Locations,Another Government Highway Project That Will Never End
1600,American Locations,Antiques
1601,American Locations,Aphrodite Inn
1602,American Locations,Appliance Zone
1603,American Locations,Apu's apartment
1604,American Locations,Apu's Taj Mahal
1605,American Locations,Arby's
1606,American Locations,Are We Hair Yet?
1607,American Locations,Area 51
1608,American Locations,Area 51-A
1609,American Locations,Arizona
1610,American Locations,Armstead's Mopeds
1611,American Locations,Army Proving Grounds (bus stop)
1612,American Locations,Asia de Cuba
1613,American Locations,Aspen
1614,American Locations,Asteroid Elementary
1615,American Locations,"Atlanta, Georgia"
1616,American Locations,Ayn Rand School for Tots
1617,American Locations,Aztec Theater
1618,American Locations,B. Hoffman Dentist
1619,American Locations,Baby Seal Beach
1620,American Locations,Bachelor Arms
1621,American Locations,Bail Bonds and Beyond
1622,American Locations,Banana Dictatorship
1623,American Locations,Banana Monarchy
1624,American Locations,Bar
1625,American Locations,Bar (Hawaii)
1626,American Locations,Barber Hibbert's Surgery
1627,American Locations,Barnacle Bay
1628,American Locations,Barnacle Bay Oceanographic Institute
1629,American Locations,Barnacle Bay Theater
1630,American Locations,Barnacle Bill's Anger Management Center
1631,American Locations,Barney's apartment
1632,American Locations,Barney's Bowlarama
1633,American Locations,Barns for Nobles
1634,American Locations,Bart's Treehouse
1635,American Locations,Bates Motel
1636,American Locations,Beachcomber Barber Shop
1637,American Locations,Beachwear
1638,American Locations,Berger's Burgers
1639,American Locations,Best of the Smithsonian
1640,American Locations,BetterThanTV.com
1641,American Locations,Big T Theatre
1642,American Locations,Bike Track
1643,American Locations,Bikini Atol
1644,American Locations,Bikini Shop
1645,American Locations,Bill & Edwina's Tour-Rest Cabins
1646,American Locations,Billionaire Camp
1647,American Locations,Bin Laden family's house
1648,American Locations,Birthplace of Jebediah Springfield
1649,American Locations,Birthplace of Matt Groening
1650,American Locations,Bismarck
1651,American Locations,Bloaters at the Squidport
1652,American Locations,Blocko Store
1653,American Locations,Blockoland
1654,American Locations,Bloodbath & Beyond Gun Shop
1655,American Locations,Bloodbath Gulch
1656,American Locations,Blowhole Republic
1657,American Locations,Bob's Victorian House
1658,American Locations,Boise Astoria
1659,American Locations,The Boob Tubery
1660,American Locations,Bookaccino's
1661,American Locations,Books
1662,American Locations,Books! Books! and Additional Books!
1663,American Locations,Bookstore
1664,American Locations,Bootleg T-Shirt Emporium
1665,American Locations,Boris' Car Loft
1666,American Locations,Boston
1667,American Locations,Bouvier House
1668,American Locations,Box Fort
1669,American Locations,Branson
1670,American Locations,Brockway
1671,American Locations,Broken Dreams Storage Lockers
1672,American Locations,Brokewood Apartments
1673,American Locations,Brown Derby
1674,American Locations,Buckingham Palace Quick Lube
1675,American Locations,Builders' Barn
1676,American Locations,Bureau of Licenses and Permits
1677,American Locations,Burger Plate
1678,American Locations,Burgers n' Fries
1679,American Locations,Burns Family Mausoleum
1680,American Locations,Burns Manor
1681,American Locations,Burns University
1682,American Locations,"Burp, Barf & Beyond"
1683,American Locations,Bus Depot
1684,American Locations,Bush House
1685,American Locations,Buzz Cola Dome
1686,American Locations,By the Numbers Productions
1687,American Locations,Caesar's Pow-Wow Casino
1688,American Locations,Cafe de Mexico
1689,American Locations,Café Kafka
1690,American Locations,California
1691,American Locations,Call Me Delish-Mael Taffy Shop
1692,American Locations,Calmwood Mental Hospital
1693,American Locations,Cameras
1694,American Locations,Camp Deadly
1695,American Locations,Camp Flab-Away
1696,American Locations,Camp Land-A-Man
1697,American Locations,Camp See-A-Tree
1698,American Locations,Campbell's Chunky Soup Maximum Security Prison
1699,American Locations,Canada-USA Border
1700,American Locations,Candy Shop (The Serfsons)
1701,American Locations,Candy Shoppe
1702,American Locations,Cap'n Jack's Bait and Tackle
1703,American Locations,Cape Canaveral
1704,American Locations,Capital City
1705,American Locations,Capital City Airport
1706,American Locations,Capital City Convention Center
1707,American Locations,Capital City Deli
1708,American Locations,Capital City Duff Brewery
1709,American Locations,Capital City Nuclear Power Plant
1710,American Locations,Capital City Plaza Hotel
1711,American Locations,Capital City Stadium
1712,American Locations,Capital City Suspension Bridge
1713,American Locations,Capitol Building
1714,American Locations,Capitol City Apartments
1715,American Locations,Captain Blip's Zapateria
1716,American Locations,Car Wash
1717,American Locations,Cards (shop)
1718,American Locations,Carl's Dad Caverns
1719,American Locations,Carmel Corn Warehouse
1720,American Locations,Casino
1721,American Locations,Catfish Lake
1722,American Locations,Catfish Lake Bait Store
1723,American Locations,Cathedral of the Downtown
1724,American Locations,Center for Geriatric Medicine
1725,American Locations,Cha Cha
1726,American Locations,Chalmers house
1727,American Locations,Channel 6
1728,American Locations,Chazz Busby Ballet Academy
1729,American Locations,Cheddarbarrel Farm and 4-H Center
1730,American Locations,Cheers
1731,American Locations,Chez Paree
1732,American Locations,Chicago
1733,American Locations,Child Psychiatrist
1734,American Locations,The China Syndrome
1735,Apartments,257th Street
1736,Apartments,652 8th Avenue
1737,Apartments,82 Evergreen Terrace
1738,Apartments,Apu's apartment
1739,Apartments,Condos at Towne Centre at Springfield Glenne
1740,Apartments,Karl's Apartment
1741,Apartments,Krusty's Apartment
1742,Apartments,Moe's Apartment
1743,Apartments,Springfield Bachelor Apartments
1744,Apartments,The Happy Gypsy
1745,Apartments,The Lofts at Springfield Elementary
1746,Apartments,The Lonely Arms
1747,Apartments,Village Apartments
1748,Beaches,Baby Seal Beach
1749,Beaches,Dimoxinil Beach
1750,Beaches,Miami Beach
1751,Beaches,Sandy Beach
1752,Beaches,Shelbyville Beach
1753,Beaches,Springfield Beach
